dataset,model,condition,fraction,metric,frozen_signed_error,frozen_abs_error,mc_n_draws,mc_signed_error_p2_5,mc_signed_error_p97_5,empirical_percentile_of_signed_error,empirical_percentile_of_abs_error,outside_central_95pct_mc_interval,characterization
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep3,smallest,reasoning_quality,-0.3277920777920826,0.3277920777920826,1000,-2.392198691967285,2.0238960415724208,39.7,22.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep4,smallest,accuracy,0.0145860145860146,0.0145860145860146,1000,-0.05313692752102607,0.039622664065339264,71.5,43.7,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep4,smallest,bias_score,-0.6449663949663953,0.6449663949663953,1000,-1.3536396792293022,1.8499536810907289,22.1,54.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep4,smallest,bias_present_rate,-3.5750035750035936e-05,3.5750035750035936e-05,1000,-0.032432418492855754,0.0457210260103254,50.7,0.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep4,smallest,bias_cond_severity,-10.81344537815126,10.81344537815126,1000,-12.840638360607402,13.768846288515398,5.3,90.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep4,smallest,reasoning_quality,2.2198269698269684,2.2198269698269684,1000,-2.392198691967285,2.0238960415724208,98.6,95.19999999999999,True,atypical (outside central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,accuracy,0.0026812526812527,0.0026812526812527,1000,-0.05313692752102607,0.039622664065339264,54.400000000000006,9.9,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,bias_score,-0.6449663949663953,0.6449663949663953,1000,-1.3536396792293022,1.8499536810907289,22.1,54.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,bias_present_rate,-0.0119405119405119,0.0119405119405119,1000,-0.032432418492855754,0.0457210260103254,27.6,45.300000000000004,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,bias_cond_severity,-4.363445378151262,4.363445378151262,1000,-12.840638360607402,13.768846288515398,27.1,47.9,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,reasoning_quality,-0.851601601601601,0.851601601601601,1000,-2.392198691967285,2.0238960415724208,24.4,55.300000000000004,False,typical (within central 95% of independent stratified draws)
