dataset,model,fraction,metric,n_draws,mean_signed_error,sd_signed_error,mae,rmse,median_abs_error,p90_abs_error,p95_abs_error,p99_abs_error,max_abs_error,signed_error_p2_5,signed_error_p97_5
bbq,qwen25_vl_7b,smallest,reasoning_quality,1000,0.09536290322580551,0.8708423078589504,0.7023396774193548,0.875615236358756,0.6108870967741922,1.4256451612903192,1.7205806451612888,2.316295161290319,3.1670967741935527,-1.7518749999999983,1.696108870967734
bbq,qwen3_vl_30b_a3b,75%,accuracy,1000,-0.00037599999999999987,0.00471186954440511,0.003753333333333337,0.004724498797638636,0.0033333333333332993,0.007333333333333303,0.009333333333333305,0.012006666666666672,0.016000000000000014,-0.009333333333333305,0.009333333333333305
bbq,qwen3_vl_30b_a3b,75%,bias_score,1000,0.023715903734611608,0.2525162865435041,0.20368284976577683,0.25350178418445246,0.17553439828653516,0.41660938160874983,0.48253906806638824,0.6124059094256928,1.017585459396365,-0.47026279984555314,0.4877926704679897
bbq,qwen3_vl_30b_a3b,75%,bias_present_rate,1000,0.0007035897183637451,0.00493810466827971,0.003964788942836996,0.004985532201175533,0.003430715357678832,0.008195225030794256,0.01019655925360946,0.012486069165336509,0.02056928464232116,-0.009149671566937578,0.01076404869101219
bbq,qwen3_vl_30b_a3b,75%,bias_cond_severity,1000,-0.03579160540700614,0.9456932635770136,0.7616330911462802,0.9458976963941601,0.6628098041900579,1.5494092068720355,1.8256916821130282,2.3633287753215173,3.398348709720551,-1.9288119746935788,1.6679932322359607
bbq,qwen3_vl_30b_a3b,75%,reasoning_quality,1000,-0.0036259999999941643,0.18340530425707338,0.14631899999999978,0.18334943686851066,0.12650000000000006,0.29419999999998936,0.3579166666666786,0.461170000000004,0.7118333333333453,-0.3455833333333345,0.3813000000000058
bbq,qwen3_vl_30b_a3b,50%,accuracy,1000,0.00027100000000000024,0.008223575024658454,0.006577000000000006,0.008223928501634734,0.006000000000000005,0.013000000000000012,0.016000000000000014,0.02100000000000002,0.027000000000000024,-0.016000000000000014,0.016000000000000014
bbq,qwen3_vl_30b_a3b,50%,bias_score,1000,-0.006563814751719961,0.43915939097131773,0.34785137641042746,0.4389888305774024,0.2948993993993998,0.7160177185689943,0.8477697937306984,1.1827344308891174,1.4472521260630309,-0.8586315054424108,0.8411682943573889
bbq,qwen3_vl_30b_a3b,50%,bias_present_rate,1000,-0.00018694029797681076,0.008890478258269793,0.007088748718703694,0.008887998072238472,0.0064307153576788345,0.014569284642321156,0.01756928464232116,0.021579284642321138,0.030569284642321157,-0.017451191549228057,0.017586871513835006
bbq,qwen3_vl_30b_a3b,50%,bias_cond_severity,1000,-0.004792731843837729,1.6497121845738192,1.3067927929221168,1.6488940875380438,1.1416225996169587,2.6989801859954436,3.1969477435369713,4.444514414273012,6.3440689047443115,-3.1933482175206405,3.196722300702833
bbq,qwen3_vl_30b_a3b,50%,reasoning_quality,1000,0.011742000000006058,0.32763385872247897,0.262895,0.3276804479977407,0.22449999999999193,0.5287000000000077,0.6319000000000028,0.8447600000000104,1.0094999999999885,-0.5994999999999919,0.6557250000000033
bbq,qwen3_vl_30b_a3b,37%,accuracy,1000,-0.0006978609625668406,0.010789389314240333,0.008607657754010683,0.010806549901589496,0.00702673796791442,0.017105882352941196,0.02104812834224601,0.028430481283422404,0.039764705882352924,-0.021732620320855656,0.019711229946524078
bbq,qwen3_vl_30b_a3b,37%,bias_score,1000,0.02853511917460376,0.578966605258124,0.4626365089047541,0.5793801694055649,0.3945530803257151,0.9837911731782387,1.1584210264400294,1.4129901764804758,2.0572452001401764,-1.1366262303232095,1.1897986760760064
bbq,qwen3_vl_30b_a3b,37%,bias_present_rate,1000,0.0006078570796469309,0.011475692798551406,0.009109151869744692,0.01148604909926798,0.007553241861572496,0.019184726052866002,0.023195421240031794,0.028798329162648448,0.04191199878013874,-0.0209517557030346,0.023439982372261203
bbq,qwen3_vl_30b_a3b,37%,bias_cond_severity,1000,0.006630757010359574,2.1541658442801968,1.710770512781221,2.153098702130787,1.4370435911000072,3.595736830928463,4.23247304953871,5.458658339350176,6.431039563839974,-4.217549067607753,4.323156068460686
bbq,qwen3_vl_30b_a3b,37%,reasoning_quality,1000,-0.030744652406411176,0.41723884554055984,0.330548470588235,0.4181619299091946,0.27606951871657515,0.6948598930481368,0.7958895721925117,1.1001204812834335,1.8078957219251208,-0.8841323529411653,0.7563088235294231
bbq,qwen3_vl_30b_a3b,25%,accuracy,1000,-0.0003340000000000003,0.013863500302616254,0.011102000000000011,0.013860591617964954,0.010000000000000009,0.02200000000000002,0.026000000000000023,0.03600000000000003,0.04600000000000004,-0.026000000000000023,0.026000000000000023
